,uiLogName,variationPercentage,numberOfOccurrancesToBeDiscovered,motifLength,percentageMotifsOverLog,logLength,motifSpots,caseIds,motifsToBeDiscovered
64,LenLog_1_1_30_25_1_75000.csv,0,30,25,1,75000,"[71754, 66909, 60581, 60243, 57892, 54015, 49663, 48236, 47132, 45331, 44517, 42376, 41864, 39282, 26751, 25253, 23241, 23057, 22931, 19684, 14828, 13804, 10533, 10113, 8721, 8575, 6750, 4422, 3373, 1549]","[908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000, 908121640000000]",1
65,LenLog_1_1_30_5_2-5_6000.csv,0,30,5,2.5,6000,"[5950, 5695, 5471, 5127, 4969, 4829, 4685, 4645, 4577, 4213, 4201, 3835, 3685, 3674, 3470, 3323, 3125, 3029, 2921, 2645, 2567, 2280, 2167, 1660, 1300, 1172, 1094, 704, 693, 425]","[719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000, 719024355000000]",1
66,LenLog_1_1_30_10_2-5_12000.csv,0,30,10,2.5,12000,"[11477, 11443, 11280, 11149, 10959, 10936, 10658, 10555, 10283, 10023, 9619, 8374, 6916, 6901, 6146, 6008, 5774, 5001, 4192, 3576, 3334, 3242, 3151, 2778, 2708, 2386, 1811, 1501, 231, 50]","[609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000, 609180015000000]",1
67,LenLog_1_1_30_15_2-5_18000.csv,0,30,15,2.5,18000,"[17898, 17262, 17086, 16004, 15646, 15320, 14278, 14113, 13794, 13563, 11701, 11198, 11014, 10398, 10001, 9364, 7634, 6918, 6784, 6480, 5738, 5506, 4620, 3576, 2808, 1901, 1323, 1269, 1125, 100]","[611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000, 611222443000000]",1
68,LenLog_1_1_30_20_2-5_24000.csv,0,30,20,2.5,24000,"[21994, 19354, 17662, 17117, 16594, 16387, 15978, 15913, 15168, 14601, 14411, 14150, 13553, 12963, 12304, 12209, 11849, 7194, 5537, 5494, 5238, 4621, 3876, 3032, 2859, 1485, 1276, 1125, 698, 483]","[512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000, 512161540000000]",1
69,LenLog_1_1_30_25_2-5_30000.csv,0,30,25,2.5,30000,"[29496, 28885, 27296, 26644, 26025, 25834, 25097, 24179, 23323, 22494, 22248, 21212, 20594, 20148, 19401, 18545, 17366, 16438, 15642, 12049, 11675, 11264, 9554, 9527, 9047, 5496, 4924, 3080, 2693, 1165]","[301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000, 301015925000000]",1
70,LenLog_1_1_30_5_5_3000.csv,0,30,5,5,3000,"[2950, 2898, 2790, 2665, 2527, 2508, 2390, 2381, 2235, 2194, 2115, 2094, 2085, 1931, 1795, 1730, 1713, 1661, 1606, 1574, 1442, 1421, 1299, 1221, 954, 842, 681, 335, 83, 75]","[106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000, 106081529000000]",1
71,LenLog_1_1_30_10_5_6000.csv,0,30,10,5,6000,"[5495, 4972, 4731, 4678, 4497, 4085, 3940, 3813, 3653, 3446, 3170, 2960, 2882, 2860, 2819, 2612, 2119, 2066, 2019, 1974, 1763, 1451, 1400, 1333, 948, 904, 622, 298, 270, 243]","[113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000, 113034847000000]",1
72,LenLog_1_1_30_15_5_9000.csv,0,30,15,5,9000,"[8400, 8355, 7877, 7480, 7132, 6997, 6781, 6704, 6316, 5947, 5707, 5019, 4899, 4501, 4273, 4055, 3855, 3130, 3054, 2454, 2307, 2114, 1574, 1347, 1269, 1031, 1011, 510, 398, 37]","[124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000, 124064834000000]",1
73,LenLog_1_1_30_20_5_12000.csv,0,30,20,5,12000,"[11930, 11346, 11073, 10964, 10837, 10076, 9254, 9186, 8061, 7914, 7715, 7196, 6825, 6717, 6102, 4909, 4851, 4750, 4719, 4545, 4241, 3895, 3800, 3768, 3175, 2867, 1486, 1342, 1165, 432]","[1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000, 1012040529000000]",1
74,LenLog_1_1_30_25_5_15000.csv,0,30,25,5,15000,"[14868, 14077, 14048, 12223, 12042, 11179, 10997, 10860, 10712, 9598, 8962, 7997, 7409, 6207, 6171, 5888, 5593, 5105, 5079, 4794, 4729, 3853, 3045, 2652, 2498, 2345, 1671, 1419, 903, 813]","[923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000, 923235726000000]",1
75,LenLog_1_1_30_5_10_1500.csv,0,30,5,10,1500,"[1478, 1461, 1410, 1344, 1330, 1318, 1284, 1198, 1142, 1124, 1113, 1041, 1011, 988, 966, 934, 885, 852, 843, 659, 596, 588, 575, 561, 428, 365, 348, 248, 149, 86]","[314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000, 314103847000000]",1
76,LenLog_1_1_30_10_10_3000.csv,0,30,10,10,3000,"[2954, 2843, 2825, 2736, 2686, 2558, 2546, 2435, 2380, 2314, 2270, 1897, 1548, 1378, 1322, 1259, 1237, 1208, 1146, 1060, 933, 878, 840, 629, 532, 424, 306, 225, 144, 64]","[106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000, 106222656000000]",1
77,LenLog_1_1_30_15_10_4500.csv,0,30,15,10,4500,"[4484, 4149, 4077, 3880, 3734, 3632, 3483, 3388, 3235, 3192, 3118, 3033, 2823, 2465, 1738, 1708, 1608, 1511, 1374, 1280, 1240, 970, 743, 615, 585, 385, 312, 257, 202, 125]","[929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000, 929042231000000]",1
78,LenLog_1_1_30_20_10_6000.csv,0,30,20,10,6000,"[5880, 5741, 5664, 5624, 5564, 5433, 5055, 4788, 4528, 4487, 4347, 4278, 3835, 3776, 3630, 3342, 3271, 2687, 2495, 2394, 2152, 2099, 1730, 1238, 1216, 1068, 1007, 411, 139, 8]","[927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000, 927115959000000]",1
79,LenLog_1_1_30_25_10_7500.csv,0,30,25,10,7500,"[7221, 7063, 6892, 6488, 5960, 5614, 5539, 5424, 5397, 5331, 4201, 4005, 3927, 3875, 3836, 3741, 3715, 3658, 3199, 3140, 2917, 2815, 2666, 2553, 2094, 1421, 824, 192, 114, 67]","[416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000, 416084052000000]",1
80,LenLog_1_1_60_5_1_30000.csv,0,60,5,1,30000,"[27632, 27196, 26647, 25633, 25620, 25605, 25166, 24570, 23834, 23815, 22310, 22078, 21821, 21682, 21613, 21329, 20446, 19602, 19348, 19179, 19014, 17579, 17332, 16534, 16107, 15835, 15721, 15033, 14818, 14517, 14485, 14102, 13164, 12189, 12038, 11588, 9906, 9448, 7587, 7357, 6972, 6746, 6658, 6176, 6141, 5807, 5480, 5290, 5255, 2923, 2882, 2428, 2254, 1931, 1906, 1780, 1488, 751, 262, 47]","[823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000, 823230714000000]",1
81,LenLog_1_1_60_10_1_60000.csv,0,60,10,1,60000,"[59714, 57516, 56547, 55732, 55456, 55331, 54376, 52275, 52168, 52093, 51595, 51301, 50321, 48960, 48931, 48696, 47998, 47411, 46471, 46191, 46071, 45141, 41719, 40195, 37682, 37459, 37176, 33200, 33115, 31656, 30617, 29716, 29670, 28895, 26236, 24119, 22909, 22636, 21930, 21625, 19555, 18503, 17038, 16533, 16455, 15684, 14821, 14745, 14280, 13449, 13137, 10453, 9851, 9401, 7911, 7381, 5014, 4646, 3221, 191]","[512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000, 512061540000000]",1
82,LenLog_1_1_60_15_1_90000.csv,0,60,15,1,90000,"[89929, 89909, 89524, 89425, 88374, 87411, 86456, 83289, 81616, 80732, 74489, 73815, 71790, 71655, 69049, 66570, 65826, 63717, 60740, 59773, 56333, 54471, 53589, 52816, 51800, 47961, 47808, 47241, 45400, 42396, 41298, 37406, 36877, 36412, 35880, 35042, 34950, 34686, 34234, 32741, 31376, 26984, 24087, 24019, 23065, 19802, 19531, 17639, 15445, 15065, 10972, 10162, 8310, 7207, 6923, 6148, 5619, 5399, 3483, 2624]","[218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000, 218204029000000]",1
83,LenLog_1_1_60_20_1_120000.csv,0,60,20,1,120000,"[119938, 119134, 117881, 116455, 112796, 111005, 107069, 104533, 103214, 92124, 89942, 89582, 89122, 86960, 85217, 83872, 80907, 77988, 75433, 73771, 72809, 69787, 68144, 61290, 60555, 59876, 58665, 58347, 57741, 56275, 55488, 52928, 50144, 48314, 47564, 40207, 39567, 38975, 38476, 32519, 30784, 29646, 26343, 22421, 19678, 18465, 18440, 17149, 14648, 12431, 12184, 11427, 11335, 10595, 9186, 7253, 6809, 4235, 2883, 672]","[308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000, 308055445000000]",1
